date (dd/mm/yy),10/01/2023
10.082255,-0.06391367
10.082255,-0.058661394
10.082255,-0.064222634
10.082255,-0.055571817
10.082255,-0.05371807
10.082255,-0.062677845
10.082255,-0.060206182
10.082255,-0.06051514
10.082255,-0.049701624
10.082255,-0.064222634
10.082255,-0.06576742
10.082255,-0.054953903
10.082255,-0.05649869
10.082255,-0.06731221
10.082255,-0.05804348
10.082255,-0.05649869
10.082255,-0.06360471
10.082255,-0.062059928
10.082255,-0.054335985
10.082255,-0.06051514
10.082255,-0.06854804
10.082255,-0.05371807
10.082255,-0.057116605
10.082255,-0.06484055
10.082255,-0.062059928
10.082255,-0.05804348
10.082255,-0.05402703
10.082255,-0.06391367
10.082255,-0.060206182
10.082255,-0.052791197
10.082255,-0.062368885
10.082255,-0.06731221
10.082255,-0.05402703
10.082255,-0.05526286
10.082255,-0.058661394
10.082255,-0.06329576
10.082255,-0.05897035
10.082255,-0.054644946
10.082255,-0.06175097
10.082255,-0.066385336
10.082255,-0.05248224
10.082255,-0.057425562
10.082255,-0.0651495
10.082255,-0.05804348
10.082255,-0.055880774
10.082255,-0.061133053
10.082255,-0.062677845
10.082255,-0.0629868
10.082255,-0.05402703
10.082255,-0.06391367
10.082255,-0.066385336
10.082255,-0.062059928
10.082255,-0.057116605
10.082255,-0.06484055
10.082255,-0.062368885
10.082255,-0.033326868
10.082255,-0.05680765
10.082255,-0.062677845
10.082255,-0.062059928
10.082255,-0.048156835
10.082255,-0.061133053
10.082255,-0.064222634
10.082255,-0.054335985
10.082255,-0.05526286
10.082255,-0.06391367
10.082255,-0.06175097
10.082255,-0.05897035
10.082255,-0.053100158
10.082255,-0.06453159
10.082255,-0.06576742
10.082255,-0.05371807
10.082255,-0.060206182
10.082255,-0.07287344
10.082255,-0.054953903
10.082255,-0.040432893
10.082255,-0.061442014
10.082255,-0.047538918
10.082255,-0.059279308
10.082255,-0.07843468
10.082255,-0.062677845
10.082255,-0.05371807
10.082255,-0.05680765
10.082255,-0.06669429
10.082255,-0.05680765
10.082255,-0.05773452
10.082255,-0.067930125
10.082255,-0.06051514
10.082255,-0.053100158
10.082255,-0.062059928
10.082255,-0.06823908
10.082255,-0.054335985
10.082255,-0.057116605
10.082255,-0.06391367
10.082255,-0.062677845
10.082255,-0.055571817
10.082255,-0.05680765
10.082255,-0.0629868
10.082255,-0.06453159
10.082255,-0.052173283
10.082255,-0.06360471
10.082255,-0.06669429
10.082255,-0.05526286
10.082255,-0.05804348
10.082255,-0.0629868
10.082255,-0.0651495
10.082255,-0.05773452
10.082255,-0.054953903
10.082255,-0.06329576
10.082255,-0.06700325
10.082255,-0.050628494
10.082255,-0.060206182
10.082255,-0.06545846
10.082255,-0.05958827
10.082255,-0.057116605
10.082255,-0.06051514
10.082255,-0.062059928
10.082255,-0.060206182
10.082255,-0.05093745
10.082255,-0.0629868
10.082255,-0.06329576
10.082255,-0.056189734
10.082255,-0.05958827
10.082255,-0.06453159
10.082255,-0.06175097
10.082255,-0.057116605
10.082255,-0.05680765
10.082255,-0.06731221
10.082255,-0.0629868
10.082255,-0.057425562
10.082255,-0.062677845
10.082255,-0.0629868
10.082255,-0.05680765
10.082255,-0.05371807
10.082255,-0.06175097
10.082255,-0.05897035
10.082255,-0.05804348
10.082255,-0.05248224
10.082255,-0.066385336
10.082255,-0.06329576
10.082255,-0.05248224
10.082255,-0.058661394
10.082255,-0.06669429
10.082255,-0.05680765
10.082255,-0.060206182
10.082255,-0.066385336
10.082255,-0.059279308
10.082255,-0.062368885
10.082255,-0.064222634
10.082255,-0.06545846
10.082255,-0.051864326
10.082255,-0.028692503
10.082255,-0.066076376
10.082255,-0.062368885
10.082255,-0.05804348
10.082255,-0.054953903
10.082255,-0.06669429
10.082255,-0.05804348
10.082255,-0.05155537
10.082255,-0.059897225
10.082255,-0.06700325
10.082255,-0.050319538
10.082255,-0.057116605
10.082255,-0.06051514
10.082255,-0.062677845
10.082255,-0.057116605
10.082255,-0.055571817
10.082255,-0.06669429
10.082255,-0.064222634
10.082255,-0.051246412
10.082255,-0.05958827
10.082255,-0.06484055
10.082255,-0.051246412
10.082255,-0.05773452
10.082255,-0.09202882
10.082255,-0.06329576
10.082255,-0.059897225
10.082255,-0.054644946
10.082255,-0.062677845
10.082255,-0.06391367
10.082255,-0.050319538
10.082255,-0.060824096
10.082255,-0.062059928
10.082255,-0.061133053
10.082255,-0.05649869
10.082255,-0.05958827
10.082255,-0.06545846
10.082255,-0.058661394
10.082255,-0.052173283
10.082255,-0.064222634
10.082255,-0.06391367
10.082255,-0.05402703
10.082255,-0.05773452
10.082255,-0.06360471
10.082255,-0.059897225
10.082255,-0.05773452
10.082255,-0.05526286
10.082255,-0.06453159
10.082255,-0.059279308
10.082255,-0.05248224
10.082255,-0.062368885
10.082255,-0.064222634
10.082255,-0.05680765
10.082255,-0.05649869
10.082255,-0.061442014
10.082255,-0.06700325
10.082255,-0.05804348
10.082255,-0.059897225
10.082255,-0.066385336
10.082255,-0.060824096
10.082255,-0.05155537
10.082255,-0.059897225
10.082255,-0.066385336
10.082255,-0.05773452
10.082255,-0.05526286
10.082255,-0.05649869
10.082255,-0.06391367
10.082255,-0.058661394
10.082255,-0.052791197
10.082255,-0.06391367
10.082255,-0.06545846
10.082255,-0.051864326
10.082255,-0.060824096
10.082255,-0.064222634
10.082255,-0.06175097
10.082255,-0.05680765
10.082255,-0.06391367
10.082255,-0.0651495
10.082255,-0.066076376
10.082255,-0.052173283
10.082255,-0.049083706
10.082255,-0.06453159
10.082255,-0.052791197
10.082255,-0.059279308
10.082255,-0.060824096
10.082255,-0.061442014
10.082255,-0.05248224
10.082255,-0.05526286
10.082255,-0.0651495
10.082255,-0.06329576
10.082255,-0.05001058
10.082255,-0.0629868
10.082255,-0.06484055
10.082255,-0.057425562
10.082255,-0.055571817
10.082255,-0.0629868
10.082255,-0.06545846
10.082255,-0.058352437
10.082255,-0.053409114
10.082255,-0.06484055
10.082255,-0.06329576
10.082255,-0.028692503
10.082255,-0.06051514
10.082255,-0.05526286
10.082255,-0.058352437
10.082255,-0.064222634
10.082255,-0.058352437
10.082255,-0.062368885
10.082255,-0.05804348
10.082255,-0.05001058
10.082255,-0.06329576
10.082255,-0.064222634
10.082255,-0.055571817
10.082255,-0.05773452
10.082255,-0.06391367
10.082255,-0.06175097
10.082255,-0.05773452
10.082255,-0.057116605
10.082255,-0.067930125
10.082255,-0.060824096
10.082255,-0.053100158
10.082255,-0.060824096
10.082255,-0.054953903
10.082255,-0.054644946
10.082255,-0.08677654
10.082255,-0.059897225
10.082255,-0.06484055
10.082255,-0.05526286
10.082255,-0.05155537
10.082255,-0.06453159
10.082255,-0.06175097
10.082255,-0.05248224
10.082255,-0.05804348
10.082255,-0.064222634
10.082255,-0.05897035
10.082255,-0.05804348
10.082255,-0.057425562
10.082255,-0.067621164
10.082255,-0.057425562
10.082255,-0.05248224
10.082255,-0.06391367
10.082255,-0.06360471
10.082255,-0.05402703
10.082255,-0.060206182
10.082255,-0.062059928
10.082255,-0.061442014
10.082255,-0.054953903
10.082255,-0.057425562
10.082255,-0.066076376
10.082255,-0.060206182
10.082255,-0.050628494
10.082255,-0.062677845
10.082255,-0.06545846
10.082255,-0.05371807
10.082255,-0.057425562
10.082255,-0.0629868
10.082255,-0.066076376
10.082255,-0.06360471
10.082255,-0.054953903
10.082255,-0.06484055
10.082255,-0.060206182
10.082255,-0.05093745
10.082255,-0.06391367
10.082255,-0.062677845
10.082255,-0.05649869
10.082255,-0.058661394
10.082255,-0.062677845
10.082255,-0.05773452
10.082255,-0.05248224
10.082255,-0.067930125
10.082255,-0.06453159
10.082255,-0.05680765
10.082255,-0.059279308
10.082255,-0.06545846
10.082255,-0.05958827
10.082255,-0.06051514
10.082255,-0.058661394
10.082255,-0.07287344
10.082255,-0.058661394
10.082255,-0.05402703
10.082255,-0.06391367
10.082255,-0.04444934
10.082255,-0.056189734
10.082255,-0.054335985
10.082255,-0.061442014
10.082255,-0.058352437
10.082255,-0.055880774
10.082255,-0.055571817
10.082255,-0.06823908
10.082255,-0.059279308
10.082255,-0.054644946
10.082255,-0.061442014
10.082255,-0.06360471
10.082255,-0.05526286
10.082255,-0.057116605
10.082255,-0.059897225
10.082255,-0.06576742
10.082255,-0.058352437
10.082255,-0.062059928
10.082255,-0.067930125
10.082255,-0.049392663
10.082255,-0.05248224
10.082255,-0.033944782
10.082255,-0.062677845
10.082255,-0.08677654
10.082255,-0.056189734
10.082255,-0.0651495
10.082255,-0.05526286
10.082255,-0.05371807
10.082255,-0.06360471
10.082255,-0.06329576
10.082255,-0.05248224
10.082255,-0.05897035
10.082255,-0.062059928
10.082255,-0.06175097
10.082255,-0.056189734
10.082255,-0.05804348
10.082255,-0.066076376
10.082255,-0.05897035
10.082255,-0.05248224
10.082255,-0.066076376
10.082255,-0.06329576
10.082255,-0.080288425
10.082255,-0.05649869
10.082255,-0.06051514
10.082255,-0.06453159
10.082255,-0.053100158
10.082255,-0.055880774
10.082255,-0.066385336
10.082255,-0.062368885
10.082255,-0.049083706
10.082255,-0.061442014
10.082255,-0.06175097
10.082255,-0.061133053
10.082255,-0.054644946
10.082255,-0.061133053
10.082255,-0.067930125
10.082255,-0.057425562
10.082255,-0.052791197
10.082255,-0.068857
10.082255,-0.06051514
10.082255,-0.05526286
10.082255,-0.058352437
10.082255,-0.0629868
10.082255,-0.05958827
10.082255,-0.054335985
10.082255,-0.05649869
10.082255,-0.067930125
10.082255,-0.05773452
10.082255,-0.05402703
10.082255,-0.06545846
10.082255,-0.062368885
10.082255,-0.05680765
10.082255,-0.059279308
10.082255,-0.062677845
10.082255,-0.06854804
10.082255,-0.05680765
10.082255,-0.051864326
10.082255,-0.06823908
10.082255,-0.058352437
10.082255,-0.053100158
10.082255,-0.061442014
10.082255,-0.06391367
10.082255,-0.05680765
10.082255,-0.05649869
10.082255,-0.057425562
10.082255,-0.067621164
10.082255,-0.055880774
10.082255,-0.055571817
10.082255,-0.06700325
10.082255,-0.0629868
10.082255,-0.055880774
10.082255,-0.059897225
10.082255,-0.062059928
10.082255,-0.06854804
10.082255,-0.055880774
10.082255,-0.06854804
10.082255,-0.029619375
10.082255,-0.05371807
10.082255,-0.068857
10.082255,-0.062677845
10.082255,-0.052791197
10.082255,-0.05680765
10.082255,-0.059279308
10.082255,-0.06453159
10.082255,-0.053409114
10.082255,-0.055571817
10.082255,-0.06669429
10.082255,-0.05897035
10.082255,-0.051246412
10.082255,-0.06453159
10.082255,-0.061442014
10.082255,-0.05897035
10.082255,-0.05773452
10.082255,-0.062677845
10.082255,-0.066385336
10.082255,-0.036416445
10.082255,-0.053100158
10.082255,-0.059279308
10.082255,-0.06175097
10.082255,-0.082142174
10.082255,-0.061133053
10.082255,-0.060824096
10.082255,-0.061133053
10.082255,-0.054335985
10.082255,-0.059279308
10.082255,-0.06576742
10.082255,-0.05804348
10.082255,-0.050319538
10.082255,-0.067930125
10.082255,-0.061133053
10.082255,-0.056189734
10.082255,-0.058661394
10.082255,-0.06484055
10.082255,-0.06329576
10.082255,-0.055571817
10.082255,-0.05680765
10.082255,-0.06854804
10.082255,-0.057116605
10.082255,-0.054644946
10.082255,-0.06360471
10.082255,-0.09759006
10.082255,-0.056189734
10.082255,-0.05680765
10.082255,-0.060206182
10.082255,-0.0629868
10.082255,-0.05680765
10.082255,-0.053409114
10.082255,-0.06669429
10.082255,-0.05773452
10.082255,-0.055880774
10.082255,-0.061442014
10.082255,-0.0651495
10.082255,-0.058661394
10.082255,-0.058352437
10.082255,-0.061133053
10.082255,-0.06854804
10.082255,-0.055571817
10.082255,-0.054953903
10.082255,-0.06669429
10.082255,-0.061133053
10.082255,-0.053409114
10.082255,-0.060206182
10.082255,-0.062677845
10.082255,-0.06051514
10.082255,-0.05402703
10.082255,-0.05958827
10.082255,-0.06823908
10.082255,-0.056189734
10.082255,-0.05402703
10.082255,-0.06484055
10.082255,-0.06391367
10.082255,-0.057425562
10.082255,-0.059897225
10.082255,-0.062368885
10.082255,-0.06391367
10.082255,-0.051864326
10.082255,-0.05649869
10.082255,-0.06731221
10.082255,-0.060206182
10.082255,-0.05248224
10.082255,-0.062677845
10.082255,-0.06175097
10.082255,-0.059279308
10.082255,-0.05371807
10.082255,-0.062059928
10.082255,-0.06669429
10.082255,-0.05680765
10.082255,-0.053409114
10.082255,-0.06916595
10.082255,-0.05958827
10.082255,-0.052791197
10.082255,-0.060206182
10.082255,-0.062677845
10.082255,-0.062368885
10.082255,-0.057116605
10.082255,-0.058352437
10.082255,-0.0651495
10.082255,-0.057425562
10.082255,-0.05001058
10.082255,-0.066385336
10.082255,-0.060824096
10.082255,-0.05649869
10.082255,-0.05773452
10.082255,-0.06329576
10.082255,-0.060824096
10.082255,-0.055880774
10.082255,-0.06731221
10.082255,-0.05773452
10.082255,-0.055880774
10.082255,-0.06329576
10.082255,-0.06453159
10.082255,-0.05897035
10.082255,-0.06051514
10.082255,-0.06175097
10.082255,-0.071328655
10.082255,-0.05526286
10.082255,-0.048156835
10.082255,-0.06823908
10.082255,-0.05649869
10.082255,-0.055571817
10.082255,-0.05897035
10.082255,-0.06329576
10.082255,-0.056189734
10.082255,-0.055571817
10.082255,-0.058661394
10.082255,-0.06916595
10.082255,-0.05526286
10.082255,-0.06576742
10.082255,-0.06175097
10.082255,-0.055571817
10.082255,-0.061133053
10.082255,-0.06329576
10.082255,-0.07380032
10.082255,-0.054953903
10.082255,-0.05897035
10.082255,-0.067621164
10.082255,-0.03270895
10.082255,-0.053100158
10.082255,-0.06823908
10.082255,-0.061442014
10.082255,-0.055880774
10.082255,-0.05680765
10.082255,-0.058352437
10.082255,-0.067621164
10.082255,-0.053100158
10.082255,-0.05649869
10.082255,-0.06576742
10.082255,-0.060824096
10.082255,-0.053100158
10.082255,-0.06329576
10.082255,-0.06360471
10.082255,-0.06051514
10.082255,-0.054644946
10.082255,-0.06360471
10.082255,-0.06669429
10.082255,-0.056189734
10.082255,-0.05526286
10.082255,-0.045685172
10.082255,-0.05958827
10.082255,-0.0812153
10.082255,-0.059279308
10.082255,-0.05897035
10.082255,-0.062677845
10.082255,-0.05248224
10.082255,-0.058661394
10.082255,-0.064222634
10.082255,-0.05680765
10.082255,-0.051864326
10.082255,-0.06545846
10.082255,-0.061442014
10.082255,-0.058352437
10.082255,-0.057116605
10.082255,-0.06360471
10.082255,-0.05526286
10.082255,-0.056189734
10.082255,-0.067621164
10.082255,-0.060206182
10.082255,-0.05526286
10.082255,-0.06175097
10.082255,-0.06329576
10.082255,-0.05804348
10.082255,-0.055880774
10.082255,-0.061442014
10.082255,-0.067930125
10.082255,-0.05526286
10.082255,-0.055571817
10.082255,-0.068857
10.082255,-0.05897035
10.082255,-0.05680765
10.082255,-0.059279308
10.082255,-0.06360471
10.082255,-0.05897035
10.082255,-0.055571817
10.082255,-0.05649869
10.082255,-0.068857
10.082255,-0.053409114
10.082255,-0.05402703
10.082255,-0.06700325
10.082255,-0.061442014
10.082255,-0.055880774
10.082255,-0.059897225
10.082255,-0.062368885
10.082255,-0.06391367
10.082255,-0.05155537
10.082255,-0.058352437
10.082255,-0.068857
10.082255,-0.05804348
10.082255,-0.05402703
10.082255,-0.06700325
10.082255,-0.062368885
10.082255,-0.06484055
10.082255,-0.056189734
10.082255,-0.06360471
10.082255,-0.066076376
10.082255,-0.052791197
10.082255,-0.057116605
10.082255,-0.06360471
10.082255,-0.059279308
10.082255,-0.05371807
10.082255,-0.05958827
10.082255,-0.061442014
10.082255,-0.060206182
10.082255,-0.053409114
10.082255,-0.062368885
10.082255,-0.06916595
10.082255,-0.05680765
10.082255,-0.05402703
10.082255,-0.067621164
10.082255,-0.061133053
10.082255,-0.058661394
10.082255,-0.058352437
10.082255,-0.0710197
10.082255,-0.06391367
10.082255,-0.054644946
10.082255,-0.058661394
10.082255,-0.04444934
10.082255,-0.05680765
10.082255,-0.051246412
10.082255,-0.0651495
10.082255,-0.058661394
10.082255,-0.05804348
10.082255,-0.05371807
10.082255,-0.06360471
10.082255,-0.06453159
10.082255,-0.054644946
10.082255,-0.055880774
10.082255,-0.068857
10.082255,-0.05804348
10.082255,-0.057425562
10.082255,-0.061133053
10.082255,-0.06453159
10.082255,-0.060824096
10.082255,-0.061133053
10.082255,-0.067930125
10.082255,-0.05526286
10.082255,-0.02776563
10.082255,-0.066385336
10.082255,-0.055880774
10.082255,-0.054953903
10.082255,-0.05804348
10.082255,-0.06175097
10.082255,-0.06051514
10.082255,-0.053100158
10.082255,-0.05897035
10.082255,-0.067930125
10.082255,-0.05371807
10.082255,-0.055880774
10.082255,-0.06329576
10.082255,-0.06453159
10.082255,-0.059279308
10.082255,-0.055880774
10.082255,-0.06360471
10.082255,-0.06453159
10.082255,-0.052173283
10.082255,-0.058661394
10.082255,-0.067621164
10.082255,-0.033635825
10.082255,-0.05526286
10.082255,-0.06576742
10.082255,-0.06360471
10.082255,-0.057116605
10.082255,-0.055571817
10.082255,-0.060206182
10.082255,-0.06978387
10.082255,-0.052173283
10.082255,-0.05804348
10.082255,-0.06484055
10.082255,-0.061133053
10.082255,-0.054335985
10.082255,-0.059897225
10.082255,-0.064222634
10.082255,-0.062677845
10.082255,-0.053100158
10.082255,-0.060824096
10.082255,-0.06669429
10.082255,-0.056189734
10.082255,-0.055571817
10.082255,-0.06484055
10.082255,-0.062368885
10.082255,-0.083378
10.082255,-0.057425562
10.082255,-0.064222634
10.082255,-0.06576742
10.082255,-0.052791197
10.082255,-0.05897035
10.082255,-0.067930125
10.082255,-0.05804348
10.082255,-0.053100158
10.082255,-0.06484055
10.082255,-0.06391367
10.082255,-0.060206182
10.082255,-0.05371807
10.082255,-0.061442014
10.082255,-0.06545846
10.082255,-0.054953903
10.082255,-0.05680765
10.082255,-0.06669429
10.082255,-0.05804348
10.082255,-0.05526286
10.082255,-0.06051514
10.082255,-0.0629868
10.082255,-0.060206182
10.082255,-0.054953903
10.082255,-0.062368885
10.082255,-0.06823908
10.082255,-0.056189734
10.082255,-0.054953903
10.082255,-0.06669429
10.082255,-0.05958827
10.082255,-0.057116605
10.082255,-0.05680765
10.082255,-0.06484055
10.082255,-0.062677845
10.082255,-0.053409114
10.082255,-0.057116605
10.082255,-0.067930125
10.082255,-0.053409114
10.082255,-0.05649869
10.082255,-0.06175097
10.082255,-0.06391367
10.082255,-0.05804348
10.082255,-0.055880774
10.082255,-0.05958827
10.082255,-0.06576742
10.082255,-0.054335985
10.082255,-0.05804348
10.082255,-0.06700325
10.082255,-0.05958827
10.082255,-0.05649869
10.082255,-0.05897035
10.082255,-0.06453159
10.082255,-0.060824096
10.082255,-0.054335985
10.082255,-0.06731221
10.082255,-0.06854804
10.082255,-0.055571817
10.082255,-0.055880774
10.082255,-0.060824096
10.082255,-0.062368885
10.082255,-0.05402703
10.082255,-0.059897225
10.082255,-0.062059928
10.082255,-0.06484055
10.082255,-0.054335985
10.082255,-0.06051514
10.082255,-0.067621164
10.082255,-0.05526286
10.082255,-0.056189734
10.082255,-0.06360471
10.082255,-0.059897225
10.082255,-0.056189734
10.082255,-0.06731221
10.082255,-0.066076376
10.082255,-0.060824096
10.082255,-0.05804348
10.082255,-0.060206182
10.082255,-0.05680765
10.082255,-0.025602926
10.082255,-0.060824096
10.082255,-0.06051514
10.082255,-0.062677845
10.082255,-0.05155537
10.082255,-0.06329576
10.082255,-0.067621164
10.082255,-0.055571817
10.082255,-0.05649869
10.082255,-0.06576742
10.082255,-0.059897225
10.082255,-0.057425562
10.082255,-0.05804348
10.082255,-0.06453159
10.082255,-0.06360471
10.082255,-0.053100158
10.082255,-0.060824096
10.082255,-0.07225553
10.082255,-0.053409114
10.082255,-0.054953903
10.082255,-0.062368885
10.082255,-0.03548957
10.082255,-0.058661394
10.082255,-0.054953903
10.082255,-0.0629868
10.082255,-0.054335985
10.082255,-0.05526286
10.082255,-0.06916595
10.082255,-0.057116605
10.082255,-0.05773452
10.082255,-0.060206182
10.082255,-0.06576742
10.082255,-0.059897225
10.082255,-0.05402703
10.082255,-0.0629868
10.082255,-0.06978387
10.082255,-0.054335985
10.082255,-0.05773452
10.082255,-0.0651495
10.082255,-0.060824096
10.082255,-0.057425562
10.082255,-0.03270895
10.082255,-0.0629868
10.082255,-0.07441823
10.082255,-0.05248224
10.082255,-0.058352437
10.082255,-0.06823908
10.082255,-0.05248224
10.082255,-0.05649869
10.082255,-0.06175097
10.082255,-0.06391367
10.082255,-0.058352437
10.082255,-0.05773452
10.082255,-0.06175097
10.082255,-0.06545846
10.082255,-0.05155537
10.082255,-0.062059928
10.082255,-0.0651495
10.082255,-0.058352437
10.082255,-0.054335985
10.082255,-0.062677845
10.082255,-0.06453159
10.082255,-0.061133053
10.082255,-0.05248224
10.082255,-0.08739445
10.082255,-0.06669429
10.082255,-0.052173283
10.082255,-0.05773452
10.082255,-0.06576742
10.082255,-0.061133053
10.082255,-0.054644946
10.082255,-0.05897035
10.082255,-0.062059928
10.082255,-0.06175097
10.082255,-0.050319538
10.082255,-0.0629868
10.082255,-0.06484055
10.082255,-0.05526286
10.082255,-0.054335985
10.082255,-0.06484055
10.082255,-0.06051514
10.082255,-0.05680765
10.082255,-0.066385336
10.082255,-0.0629868
10.082255,-0.052791197
10.082255,-0.05958827
10.082255,-0.06854804
10.082255,-0.05804348
10.082255,-0.054953903
10.082255,-0.062677845
10.082255,-0.060824096
10.082255,-0.051246412
10.082255,-0.062368885
10.082255,-0.064222634
10.082255,-0.05371807
10.082255,-0.05402703
10.082255,-0.06484055
10.082255,-0.05804348
10.082255,-0.057425562
10.082255,-0.056189734
10.082255,-0.06484055
10.082255,-0.061442014
10.082255,-0.051864326
10.082255,-0.061442014
10.082255,-0.06700325
10.082255,-0.053100158
10.082255,-0.057116605
10.082255,-0.06453159
10.082255,-0.062368885
10.082255,-0.05897035
10.082255,-0.054644946
10.082255,-0.062677845
10.082255,-0.062368885
10.082255,-0.05093745
10.082255,-0.05773452
10.082255,-0.06700325
10.082255,-0.055571817
10.082255,-0.054644946
10.082255,-0.067621164
10.082255,-0.06329576
10.082255,-0.058661394
10.082255,-0.054953903
10.082255,-0.05958827
10.082255,-0.067930125
10.082255,-0.05371807
10.082255,-0.05897035
10.082255,-0.06731221
10.082255,-0.062677845
10.082255,-0.057425562
10.082255,-0.05897035
10.082255,-0.06453159
10.082255,-0.062368885
10.082255,-0.051246412
10.082255,-0.064222634
10.082255,-0.066385336
10.082255,-0.052791197
10.082255,-0.05526286
10.082255,-0.06391367
10.082255,-0.0629868
10.082255,-0.061133053
10.082255,-0.056189734
10.082255,-0.06916595
10.082255,-0.06453159
10.082255,-0.049083706
10.082255,-0.062059928
10.082255,-0.06453159
10.082255,-0.057425562
10.082255,-0.057116605
10.082255,-0.062059928
10.082255,-0.06329576
10.082255,-0.060206182
10.082255,-0.053100158
10.082255,-0.06360471
10.082255,-0.06669429
10.082255,-0.05371807
10.082255,-0.058661394
10.082255,-0.06484055
10.082255,-0.05649869
10.082255,-0.05804348
10.082255,-0.060206182
10.082255,-0.07071074
10.082255,-0.060824096
10.082255,-0.058661394
10.082255,-0.062368885
10.082255,-0.052791197
10.082255,-0.05649869
10.082255,-0.064222634
10.082255,-0.05958827
10.082255,-0.05897035
10.082255,-0.05649869
10.082255,-0.06360471
10.082255,-0.052791197
10.082255,-0.05897035
10.082255,-0.06576742
10.082255,-0.05402703
10.082255,-0.056189734
10.082255,-0.061442014
10.082255,-0.06484055
10.082255,-0.058661394
10.082255,-0.05402703
10.082255,-0.066385336
10.082255,-0.07380032
10.082255,-0.05402703
10.082255,-0.050628494
10.082255,-0.06854804
10.082255,-0.029928334
10.082255,-0.057425562
10.082255,-0.058352437
10.082255,-0.06700325
10.082255,-0.058352437
10.082255,-0.053100158
10.082255,-0.06175097
10.082255,-0.06484055
10.082255,-0.050628494
10.082255,-0.060206182
10.082255,-0.0629868
10.082255,-0.06051514
10.082255,-0.05526286
10.082255,-0.05649869
10.082255,-0.06453159
10.082255,-0.06329576
10.082255,-0.052173283
10.082255,-0.062368885
10.082255,-0.06700325
10.082255,-0.036416445
10.082255,-0.05804348
10.082255,-0.05155537
10.082255,-0.0629868
10.082255,-0.0870855
10.082255,-0.05649869
10.082255,-0.062677845
10.082255,-0.06453159
10.082255,-0.05001058
10.082255,-0.060206182
10.082255,-0.06360471
10.082255,-0.05804348
10.082255,-0.056189734
10.082255,-0.061442014
10.082255,-0.061133053
10.082255,-0.052173283
10.082255,-0.066076376
10.082255,-0.054644946
10.082255,-0.059279308
10.082255,-0.067621164
10.082255,-0.061442014
10.082255,-0.08430488
10.082255,-0.056189734
10.082255,-0.0651495
10.082255,-0.0629868
10.082255,-0.050628494
10.082255,-0.062677845
10.082255,-0.06484055
10.082255,-0.05526286
10.082255,-0.053100158
10.082255,-0.0629868
10.082255,-0.05958827
10.082255,-0.05804348
10.082255,-0.05248224
10.082255,-0.06576742
10.082255,-0.062368885
10.082255,-0.054335985
10.082255,-0.061133053
10.082255,-0.06731221
10.082255,-0.05680765
10.082255,-0.05773452
10.082255,-0.060206182
10.082255,-0.06545846
10.082255,-0.061133053
10.082255,-0.05371807
10.082255,-0.06391367
10.082255,-0.06669429
10.082255,-0.052791197
10.082255,-0.057425562
10.082255,-0.06484055
10.082255,-0.05897035
10.082255,-0.057116605
10.082255,-0.057425562
10.082255,-0.068857
10.082255,-0.06916595
10.082255,-0.052173283
10.082255,-0.05897035
10.082255,-0.067930125
10.082255,-0.052173283
10.082255,-0.057116605
10.082255,-0.06360471
10.082255,-0.06329576
10.082255,-0.057116605
10.082255,-0.05680765
10.082255,-0.06484055
10.082255,-0.06576742
10.082255,-0.05155537
10.082255,-0.061442014
10.082255,-0.066076376
10.082255,-0.055880774
10.082255,-0.054644946
10.082255,-0.0629868
10.082255,-0.064222634
10.082255,-0.06669429
10.082255,-0.051864326
10.082255,-0.07071074
10.082255,-0.066385336
10.082255,-0.03703436
10.082255,-0.05897035
10.082255,-0.06329576
10.082255,-0.06051514
10.082255,-0.053100158
10.082255,-0.059279308
10.082255,-0.064222634
10.082255,-0.06484055
10.082255,-0.050319538
10.082255,-0.06329576
10.082255,-0.06669429
10.082255,-0.055571817
10.082255,-0.06329576
10.082255,-0.062059928
10.082255,-0.059897225
10.082255,-0.054953903
10.082255,-0.06669429
10.082255,-0.06576742
10.082255,-0.04228664
10.082255,-0.06051514
10.082255,-0.03919706
10.082255,-0.05958827
10.082255,-0.08677654
10.082255,-0.06051514
10.082255,-0.061133053
10.082255,-0.05897035
10.082255,-0.04877475
10.082255,-0.06484055
10.082255,-0.062677845
10.082255,-0.053100158
10.082255,-0.05680765
10.082255,-0.064222634
10.082255,-0.058661394
10.082255,-0.057425562
10.082255,-0.05773452
10.082255,-0.06576742
10.082255,-0.06175097
10.082255,-0.05371807
10.082255,-0.06175097
10.082255,-0.067621164
10.082255,-0.055571817
10.082255,-0.075036146
10.082255,-0.06545846
10.082255,-0.060824096
10.082255,-0.05680765
10.082255,-0.05402703
10.082255,-0.06484055
10.082255,-0.06051514
10.082255,-0.053100158
10.082255,-0.05804348
10.082255,-0.06360471
10.082255,-0.054953903
10.082255,-0.05958827
10.082255,-0.060206182
10.082255,-0.064222634
10.082255,-0.05773452
10.082255,-0.054335985
10.082255,-0.0629868
10.082255,-0.06731221
10.082255,-0.053100158
10.082255,-0.061133053
10.082255,-0.06576742
10.082255,-0.059897225
10.082255,-0.05773452
10.082255,-0.05897035
10.082255,-0.06453159
10.082255,-0.05897035
10.082255,-0.05093745
10.082255,-0.061133053
10.082255,-0.06453159
10.082255,-0.052791197
10.082255,-0.056189734
10.082255,-0.06731221
10.082255,-0.06329576
10.082255,-0.0629868
10.082255,-0.05897035
10.082255,-0.062059928
